NAME,CITY,STATE,YEAR,TOT_UNITS,MED_VALUE,MED_RENT,OCCUP_OCCUP,VACANT,OCCUP_TENURE,OCCUP_OWNR,OCCUP_RENTR,BUILT_2020,BUILT_2010,BUILT_2000,BUILT_1990,BUILT_1980,BUILT_1970,BUILT_1960,BUILT_1950,BUILT_1940,BUILT_1939
"Tallahassee city, Florida",Tallahassee city, Florida,2016,86585,448.0,172.0,75147,11438,75147,28461,46686.0,624.0,1436.0,17500.0,20069.0,15696.0,11671.0,7896.0,7914.0,2583.0,1196.0
"Tamarac city, Florida",Tamarac city, Florida,2016,31200,107.0,,25951,5249,25951,18573,7378.0,72.0,0.0,2601.0,4695.0,8212.0,11714.0,3158.0,368.0,56.0,324.0
"Tampa city, Florida",Tampa city, Florida,2016,167921,2949.0,863.0,151167,16754,151167,71263,79904.0,3649.0,8553.0,29517.0,19370.0,19421.0,22240.0,16096.0,25270.0,8422.0,15383.0
"The Hammocks CDP, Florida",The Hammocks CDP, Florida,2016,18155,105.0,,16890,1265,16890,9189,7701.0,649.0,817.0,975.0,7779.0,5974.0,1661.0,188.0,38.0,0.0,74.0
"The Villages CDP, Florida",The Villages CDP, Florida,2016,49549,0.0,,38271,11278,38271,37013,1258.0,,,,,,,,,,
"Town 'n' Country CDP, Florida",Town 'n' Country CDP, Florida,2016,35391,89.0,,31705,3686,31705,19086,12619.0,471.0,426.0,3513.0,6636.0,8973.0,9752.0,4150.0,1255.0,118.0,97.0
"Weston city, Florida",Weston city, Florida,2016,25389,1417.0,,21053,4336,21053,16509,4544.0,0.0,0.0,5912.0,13924.0,3111.0,1670.0,128.0,494.0,0.0,150.0
"West Palm Beach city, Florida",West Palm Beach city, Florida,2016,54172,671.0,38.0,41679,12493,41679,19173,22506.0,1402.0,490.0,12838.0,6561.0,9067.0,8437.0,3511.0,5499.0,2624.0,3743.0
"Albany city, Georgia",Albany city, Georgia,2016,33241,0.0,0.0,28054,5187,28054,10928,17126.0,0.0,1037.0,4779.0,3089.0,3900.0,5842.0,6588.0,4578.0,1662.0,1766.0
"Alpharetta city, Georgia",Alpharetta city, Georgia,2016,25125,136.0,,23559,1566,23559,14609,8950.0,699.0,1280.0,3435.0,11525.0,6014.0,1468.0,397.0,132.0,0.0,175.0
"Athens-Clarke County unified government (balance), Georgia",Athens-Clarke County unified government (balance), Georgia,2016,52222,181.0,85.0,47020,5202,47020,15738,31282.0,360.0,1487.0,8580.0,9583.0,9161.0,9046.0,5810.0,3942.0,1032.0,3221.0
"Atlanta city, Georgia",Atlanta city, Georgia,2016,236817,6603.0,1156.0,193815,43002,193815,80001,113814.0,6310.0,8423.0,49503.0,28480.0,17718.0,18406.0,32279.0,28876.0,14583.0,32239.0
"Augusta-Richmond County consolidated government (balance), Georgia",Augusta-Richmond County consolidated government (balance), Georgia,2016,86190,134.0,0.0,73962,12228,73962,39129,34833.0,1713.0,2590.0,9540.0,13597.0,12811.0,11339.0,12978.0,11535.0,3470.0,6617.0
"Columbus city, Georgia",Columbus city, Georgia,2016,84741,197.0,406.0,73051,11690,73051,33833,39218.0,1058.0,3762.0,14172.0,10410.0,9296.0,12535.0,12821.0,10495.0,4835.0,5357.0
"Johns Creek city, Georgia",Johns Creek city, Georgia,2016,28714,287.0,,27227,1487,27227,20995,6232.0,32.0,2627.0,3877.0,14845.0,6164.0,674.0,269.0,125.0,32.0,69.0
"Macon-Bibb County, Georgia",Macon-Bibb County, Georgia,2016,70198,142.0,0.0,57642,12556,57642,29657,27985.0,100.0,957.0,9375.0,9044.0,7699.0,12681.0,9863.0,10312.0,3853.0,6314.0
"Roswell city, Georgia",Roswell city, Georgia,2016,34264,334.0,,32537,1727,32537,21747,10790.0,307.0,352.0,4958.0,8909.0,12270.0,5553.0,1218.0,229.0,0.0,468.0
"Sandy Springs city, Georgia",Sandy Springs city, Georgia,2016,49722,1734.0,,45183,4539,45183,20896,24287.0,1786.0,1170.0,3814.0,8107.0,13940.0,13930.0,4597.0,1686.0,381.0,311.0
"Savannah city, Georgia",Savannah city, Georgia,2016,63127,260.0,150.0,55363,7764,55363,23290,32073.0,1315.0,1611.0,6412.0,3900.0,5853.0,8220.0,9536.0,8437.0,6415.0,11428.0
"Warner Robins city, Georgia",Warner Robins city, Georgia,2016,32518,0.0,,29590,2928,29590,16664,12926.0,171.0,2194.0,7967.0,4105.0,4648.0,5357.0,4408.0,1857.0,1500.0,311.0
"Urban Honolulu CDP, Hawaii",Urban Honolulu CDP, Hawaii,2016,152563,11174.0,5385.0,128883,23680,128883,53763,75120.0,2619.0,3730.0,11362.0,11594.0,15583.0,34880.0,36438.0,19076.0,7952.0,9329.0
"Boise City city, Idaho",Boise City city, Idaho,2016,93413,399.0,0.0,89012,4401,89012,53372,35640.0,1708.0,1891.0,11148.0,19826.0,16256.0,19482.0,7197.0,6415.0,4521.0,4969.0
"Meridian city, Idaho",Meridian city, Idaho,2016,34631,0.0,,33458,1173,33458,25337,8121.0,3115.0,2334.0,13896.0,9073.0,1373.0,3539.0,108.0,619.0,0.0,574.0
"Nampa city, Idaho",Nampa city, Idaho,2016,31761,0.0,,30041,1720,30041,17921,12120.0,894.0,577.0,10196.0,8331.0,2421.0,3844.0,1054.0,1964.0,1382.0,1098.0
"Arlington Heights village, Illinois",Arlington Heights village, Illinois,2016,32546,141.0,,30610,1936,30610,23567,7043.0,180.0,191.0,950.0,2150.0,5616.0,7302.0,8778.0,5398.0,764.0,1217.0
"Aurora city, Illinois",Aurora city, Illinois,2016,67237,93.0,39.0,62913,4324,62913,39596,23317.0,0.0,488.0,12289.0,14335.0,6673.0,8062.0,3963.0,5748.0,2841.0,12838.0
"Bloomington city, Illinois",Bloomington city, Illinois,2016,35203,65.0,26.0,32784,2419,32784,19778,13006.0,505.0,1278.0,5275.0,7138.0,4486.0,4455.0,3232.0,2142.0,1787.0,4905.0
"Bolingbrook village, Illinois",Bolingbrook village, Illinois,2016,24331,30.0,,22954,1377,22954,18949,4005.0,248.0,302.0,4662.0,5228.0,2460.0,8344.0,2198.0,235.0,351.0,303.0
"Champaign city, Illinois",Champaign city, Illinois,2016,38049,87.0,222.0,34343,3706,34343,16245,18098.0,330.0,2124.0,4314.0,5987.0,5289.0,5315.0,4377.0,5262.0,1498.0,3553.0
"Chicago city, Illinois",Chicago city, Illinois,2016,1201732,14937.0,11989.0,1053986,147746,1053986,460612,593374.0,9687.0,15805.0,90994.0,53588.0,51517.0,86170.0,128417.0,150462.0,110906.0,504186.0
"Cicero town, Illinois",Cicero town, Illinois,2016,24749,0.0,0.0,22495,2254,22495,10323,12172.0,0.0,30.0,153.0,478.0,528.0,1130.0,2259.0,2512.0,1553.0,16106.0
"Decatur city, Illinois",Decatur city, Illinois,2016,36097,0.0,0.0,30770,5327,30770,18046,12724.0,25.0,584.0,2135.0,1289.0,2788.0,5545.0,4205.0,7351.0,3302.0,8873.0
"Elgin city, Illinois",Elgin city, Illinois,2016,39297,40.0,,36969,2328,36969,25388,11581.0,855.0,897.0,5870.0,6168.0,3798.0,5391.0,4177.0,2877.0,1382.0,7882.0
"Evanston city, Illinois",Evanston city, Illinois,2016,32346,991.0,,29073,3273,29073,16326,12747.0,113.0,570.0,3489.0,1202.0,948.0,1670.0,2803.0,3354.0,2909.0,15288.0
"Joliet city, Illinois",Joliet city, Illinois,2016,51568,0.0,,47921,3647,47921,34182,13739.0,0.0,111.0,13445.0,8419.0,3042.0,4079.0,4776.0,4923.0,2898.0,9875.0
"Naperville city, Illinois",Naperville city, Illinois,2016,52789,1039.0,,50672,2117,50672,37456,13216.0,582.0,953.0,7355.0,15302.0,14702.0,7756.0,2844.0,1461.0,464.0,1370.0
"Palatine village, Illinois",Palatine village, Illinois,2016,27544,140.0,,26743,801,26743,19014,7729.0,41.0,168.0,3470.0,2705.0,4411.0,8005.0,5268.0,2376.0,512.0,588.0
"Peoria city, Illinois",Peoria city, Illinois,2016,54037,21.0,215.0,46774,7263,46774,25769,21005.0,521.0,591.0,4895.0,4389.0,3967.0,8530.0,6915.0,7051.0,4219.0,12959.0
"Rockford city, Illinois",Rockford city, Illinois,2016,66291,267.0,0.0,60659,5632,60659,30175,30484.0,0.0,337.0,4646.0,4733.0,5820.0,8979.0,10583.0,10621.0,5466.0,15106.0
"Schaumburg village, Illinois",Schaumburg village, Illinois,2016,30915,0.0,,29556,1359,29556,20233,9323.0,68.0,49.0,1113.0,4664.0,6885.0,12019.0,4901.0,687.0,294.0,235.0
"Skokie village, Illinois",Skokie village, Illinois,2016,25003,373.0,,22461,2542,22461,15054,7407.0,128.0,74.0,1875.0,892.0,237.0,1934.0,3774.0,10789.0,2571.0,2729.0
"Springfield city, Illinois",Springfield city, Illinois,2016,56060,0.0,286.0,50310,5750,50310,32553,17757.0,127.0,720.0,4691.0,7413.0,5606.0,8781.0,7001.0,7112.0,4814.0,9795.0
"Waukegan city, Illinois",Waukegan city, Illinois,2016,31427,226.0,0.0,28476,2951,28476,12948,15528.0,0.0,606.0,2029.0,3654.0,2928.0,4373.0,4416.0,5018.0,1982.0,6421.0
"Bloomington city, Indiana",Bloomington city, Indiana,2016,33842,38.0,216.0,30366,3476,30366,10865,19501.0,155.0,1244.0,4015.0,7115.0,5942.0,5471.0,4083.0,2525.0,817.0,2475.0
"Carmel city, Indiana",Carmel city, Indiana,2016,35378,841.0,,32863,2515,32863,26141,6722.0,926.0,2213.0,8161.0,9506.0,4613.0,5461.0,2825.0,978.0,368.0,327.0
"Evansville city, Indiana",Evansville city, Indiana,2016,58580,0.0,0.0,51199,7381,51199,25956,25243.0,0.0,380.0,2671.0,4581.0,4605.0,8608.0,5933.0,10945.0,6692.0,14165.0
"Fishers city, Indiana",Fishers city, Indiana,2016,33271,274.0,,32839,432,32839,26255,6584.0,1926.0,2894.0,11748.0,11312.0,2747.0,1120.0,452.0,88.0,415.0,569.0
"Fort Wayne city, Indiana",Fort Wayne city, Indiana,2016,114531,0.0,26.0,103942,10589,103942,62934,41008.0,212.0,1474.0,7463.0,16284.0,13118.0,19659.0,16108.0,14772.0,6114.0,19327.0
"Gary city, Indiana",Gary city, Indiana,2016,43445,0.0,0.0,31809,11636,31809,16206,15603.0,0.0,88.0,859.0,1029.0,3341.0,5237.0,6209.0,10411.0,7251.0,9020.0
"Hammond city, Indiana",Hammond city, Indiana,2016,30547,0.0,,27332,3215,27332,16238,11094.0,0.0,80.0,420.0,1142.0,949.0,2411.0,3665.0,8138.0,4698.0,9044.0
"Indianapolis city (balance), Indiana",Indianapolis city (balance), Indiana,2016,381738,955.0,33.0,332643,49095,332643,174250,158393.0,2573.0,7410.0,37046.0,52721.0,45393.0,48797.0,51681.0,47794.0,23001.0,65322.0
"Lafayette city, Indiana",Lafayette city, Indiana,2016,34818,45.0,,31819,2999,31819,15757,16062.0,130.0,1272.0,2990.0,3894.0,5405.0,5613.0,3156.0,3095.0,2971.0,6292.0
"Muncie city, Indiana",Muncie city, Indiana,2016,33077,0.0,0.0,28042,5035,28042,15438,12604.0,165.0,130.0,1747.0,2905.0,2368.0,2955.0,5425.0,5684.0,5106.0,6592.0
"South Bend city, Indiana",South Bend city, Indiana,2016,46868,0.0,0.0,37234,9634,37234,20409,16825.0,168.0,462.0,1517.0,2872.0,2330.0,5730.0,6186.0,8400.0,8026.0,11177.0
"Ames city, Iowa",Ames city, Iowa,2016,26224,0.0,,25185,1039,25185,9560,15625.0,591.0,1221.0,4133.0,5632.0,2644.0,3155.0,3955.0,1358.0,529.0,3006.0
"Cedar Rapids city, Iowa",Cedar Rapids city, Iowa,2016,58713,79.0,90.0,54445,4268,54445,37903,16542.0,1368.0,2010.0,5511.0,8368.0,6437.0,8099.0,8722.0,7010.0,2527.0,8661.0
"Davenport city, Iowa",Davenport city, Iowa,2016,44614,22.0,108.0,39481,5133,39481,24755,14726.0,124.0,1289.0,4014.0,1807.0,2314.0,7815.0,6726.0,6122.0,2724.0,11679.0
"Des Moines city, Iowa",Des Moines city, Iowa,2016,90110,26.0,137.0,82837,7273,82837,48681,34156.0,784.0,1874.0,7434.0,5980.0,5645.0,11869.0,9070.0,15404.0,8007.0,24043.0
"Iowa City city, Iowa",Iowa City city, Iowa,2016,33462,0.0,0.0,30431,3031,30431,14489,15942.0,1417.0,1043.0,4308.0,4255.0,4607.0,6699.0,4100.0,1940.0,797.0,4296.0
"Sioux City city, Iowa",Sioux City city, Iowa,2016,33832,53.0,142.0,31097,2735,31097,19622,11475.0,69.0,206.0,1378.0,2080.0,2201.0,5419.0,3955.0,4727.0,2067.0,11730.0
"Waterloo city, Iowa",Waterloo city, Iowa,2016,31335,0.0,0.0,28113,3222,28113,16623,11490.0,632.0,908.0,1321.0,1816.0,2243.0,4677.0,3835.0,5425.0,2646.0,7832.0
"Kansas City city, Kansas",Kansas City city, Kansas,2016,63564,0.0,32.0,54655,8909,54655,29894,24761.0,226.0,912.0,4169.0,2712.0,4481.0,8454.0,9223.0,13606.0,6017.0,13764.0
"Lawrence city, Kansas",Lawrence city, Kansas,2016,39790,73.0,0.0,36506,3284,36506,16515,19991.0,785.0,1475.0,7792.0,7709.0,6670.0,6638.0,2964.0,1908.0,856.0,2993.0
"Olathe city, Kansas",Olathe city, Kansas,2016,48673,70.0,,46897,1776,46897,33236,13661.0,840.0,1600.0,11900.0,11769.0,8859.0,7924.0,1828.0,2149.0,667.0,1137.0
"Overland Park city, Kansas",Overland Park city, Kansas,2016,81583,308.0,381.0,76554,5029,76554,47352,29202.0,2669.0,3387.0,10409.0,18478.0,13560.0,12072.0,11532.0,7111.0,1340.0,1025.0
"Shawnee city, Kansas",Shawnee city, Kansas,2016,25475,84.0,,24734,741,24734,18351,6383.0,105.0,474.0,5484.0,4974.0,3735.0,4953.0,2697.0,2259.0,414.0,380.0
"Topeka city, Kansas",Topeka city, Kansas,2016,59887,96.0,0.0,51471,8416,51471,27559,23912.0,372.0,251.0,4164.0,5066.0,5759.0,6700.0,11165.0,11104.0,4258.0,11048.0
"Wichita city, Kansas",Wichita city, Kansas,2016,170037,459.0,74.0,151885,18152,151885,90243,61642.0,1977.0,3265.0,17238.0,21457.0,21758.0,21873.0,13393.0,37250.0,11988.0,19838.0
"Bowling Green city, Kentucky",Bowling Green city, Kentucky,2016,26268,70.0,0.0,24485,1783,24485,9199,15286.0,394.0,1363.0,4984.0,3052.0,1729.0,4550.0,4920.0,1902.0,1233.0,2141.0
"Lexington-Fayette urban county, Kentucky",Lexington-Fayette urban county, Kentucky,2016,140976,1047.0,108.0,127137,13839,127137,70701,56436.0,1168.0,5360.0,22716.0,21283.0,19438.0,20911.0,18599.0,14435.0,5760.0,11306.0
"Louisville/Jefferson County metro government (balance), Kentucky",Louisville/Jefferson County metro government (balance), Kentucky,2016,277703,902.0,417.0,251788,25915,251788,145605,106183.0,3341.0,4399.0,32141.0,32159.0,18609.0,35131.0,40293.0,40822.0,18121.0,52687.0
"Baton Rouge city, Louisiana",Baton Rouge city, Louisiana,2016,98155,597.0,191.0,81939,16216,81939,38315,43624.0,2202.0,2893.0,9762.0,8655.0,13692.0,25126.0,14599.0,10002.0,6003.0,5221.0
"Bossier City city, Louisiana",Bossier City city, Louisiana,2016,28498,237.0,,24904,3594,24904,13078,11826.0,379.0,2261.0,3067.0,2986.0,5058.0,5135.0,4671.0,3199.0,462.0,1280.0
"Kenner city, Louisiana",Kenner city, Louisiana,2016,27544,75.0,,24208,3336,24208,13953,10255.0,39.0,65.0,1318.0,2573.0,6250.0,9137.0,4864.0,2344.0,659.0,295.0
"Lafayette city, Louisiana",Lafayette city, Louisiana,2016,57470,801.0,0.0,50473,6997,50473,29144,21329.0,636.0,3354.0,8780.0,4593.0,10736.0,11389.0,7146.0,6137.0,3127.0,1572.0
"Lake Charles city, Louisiana",Lake Charles city, Louisiana,2016,34405,126.0,0.0,30546,3859,30546,16287,14259.0,298.0,2459.0,5268.0,2585.0,3525.0,5274.0,4594.0,7434.0,1501.0,1467.0
"Metairie CDP, Louisiana",Metairie CDP, Louisiana,2016,63913,662.0,,60296,3617,60296,35292,25004.0,173.0,476.0,3335.0,4603.0,7321.0,15223.0,17591.0,9941.0,3745.0,1505.0
"New Orleans city, Louisiana",New Orleans city, Louisiana,2016,193120,2431.0,886.0,154355,38765,154355,71518,82837.0,1416.0,4759.0,14438.0,7294.0,14435.0,24636.0,20062.0,24532.0,13049.0,68499.0
"Shreveport city, Louisiana",Shreveport city, Louisiana,2016,88962,297.0,333.0,75509,13453,75509,38351,37158.0,1160.0,2651.0,6270.0,6566.0,12231.0,18603.0,17038.0,14379.0,5786.0,4278.0
"Portland city, Maine",Portland city, Maine,2016,33081,223.0,145.0,30179,2902,30179,11951,18228.0,199.0,286.0,2458.0,1768.0,2336.0,2503.0,2854.0,1799.0,2668.0,16210.0
"Baltimore city, Maryland",Baltimore city, Maryland,2016,297628,1200.0,1871.0,240761,56867,240761,110146,130615.0,1740.0,3876.0,10887.0,11060.0,14683.0,16472.0,21855.0,42978.0,31568.0,142509.0
"Columbia CDP, Maryland",Columbia CDP, Maryland,2016,43948,176.0,,41521,2427,41521,27400,14121.0,755.0,1172.0,2673.0,8317.0,11716.0,13726.0,3401.0,1380.0,94.0,714.0
"Ellicott City CDP, Maryland",Ellicott City CDP, Maryland,2016,24381,259.0,,23747,634,23747,17634,6113.0,775.0,1287.0,3784.0,4593.0,5017.0,3486.0,3006.0,1198.0,374.0,861.0
"Frederick city, Maryland",Frederick city, Maryland,2016,29648,62.0,,27035,2613,27035,14390,12645.0,363.0,1816.0,4498.0,5252.0,5580.0,3453.0,2368.0,1569.0,970.0,3779.0
"Gaithersburg city, Maryland",Gaithersburg city, Maryland,2016,25331,278.0,,23759,1572,23759,12019,11740.0,687.0,2001.0,3019.0,4814.0,6008.0,5745.0,2174.0,145.0,38.0,700.0
"Germantown CDP, Maryland",Germantown CDP, Maryland,2016,32711,145.0,,31001,1710,31001,18646,12355.0,571.0,353.0,6414.0,10029.0,9902.0,3439.0,1014.0,404.0,331.0,254.0
"Glen Burnie CDP, Maryland",Glen Burnie CDP, Maryland,2016,29567,93.0,,27309,2258,27309,16193,11116.0,304.0,261.0,682.0,3787.0,5063.0,6151.0,6290.0,4389.0,1815.0,825.0
"Rockville city, Maryland",Rockville city, Maryland,2016,25343,612.0,,24370,973,24370,13897,10473.0,477.0,656.0,5688.0,1927.0,2303.0,4001.0,5204.0,3839.0,613.0,635.0
"Silver Spring CDP, Maryland",Silver Spring CDP, Maryland,2016,36527,283.0,,34994,1533,34994,11685,23309.0,281.0,2256.0,2847.0,2314.0,1660.0,4043.0,5995.0,9175.0,3770.0,4186.0
"Waldorf CDP, Maryland",Waldorf CDP, Maryland,2016,28179,42.0,,26854,1325,26854,18630,8224.0,1327.0,1808.0,5734.0,5146.0,5520.0,6052.0,2251.0,295.0,46.0,0.0
"Boston city, Massachusetts",Boston city, Massachusetts,2016,288716,9231.0,11363.0,267592,21124,267592,93649,173943.0,5937.0,7562.0,16031.0,11030.0,17076.0,25250.0,21155.0,20747.0,18263.0,145665.0
"Brockton city, Massachusetts",Brockton city, Massachusetts,2016,32332,37.0,0.0,30572,1760,30572,16327,14245.0,217.0,90.0,1394.0,1339.0,2173.0,5173.0,5485.0,3728.0,1295.0,11438.0
"Cambridge city, Massachusetts",Cambridge city, Massachusetts,2016,49681,3609.0,4476.0,43973,5708,43973,14457,29516.0,1281.0,1332.0,2982.0,2285.0,5154.0,3945.0,4487.0,3068.0,2406.0,22741.0
"Fall River city, Massachusetts",Fall River city, Massachusetts,2016,42183,62.0,0.0,37002,5181,37002,13792,23210.0,78.0,215.0,1703.0,2082.0,3318.0,2708.0,2368.0,3546.0,1918.0,24247.0
"Framingham CDP, Massachusetts",Framingham CDP, Massachusetts,2016,30003,125.0,,28952,1051,28952,16238,12714.0,157.0,540.0,1126.0,2111.0,3113.0,6361.0,4452.0,5191.0,1843.0,5109.0
"Lawrence city, Massachusetts",Lawrence city, Massachusetts,2016,26203,0.0,0.0,24566,1637,24566,7624,16942.0,0.0,46.0,655.0,925.0,2928.0,1463.0,1920.0,1532.0,2590.0,14144.0
"Lowell city, Massachusetts",Lowell city, Massachusetts,2016,40002,84.0,232.0,38046,1956,38046,16320,21726.0,292.0,424.0,1390.0,2626.0,2272.0,4940.0,3469.0,4109.0,1517.0,18963.0
"Lynn city, Massachusetts",Lynn city, Massachusetts,2016,35467,39.0,0.0,33635,1832,33635,15501,18134.0,78.0,119.0,1154.0,878.0,2986.0,2377.0,1766.0,1902.0,1852.0,22355.0
"New Bedford city, Massachusetts",New Bedford city, Massachusetts,2016,43350,185.0,0.0,39425,3925,39425,15494,23931.0,82.0,284.0,1028.0,1564.0,2434.0,3536.0,3648.0,4949.0,2886.0,22939.0
"Newton city, Massachusetts",Newton city, Massachusetts,2016,32533,,,30309,2224,30309,22010,8299.0,345.0,292.0,2025.0,1139.0,1368.0,1310.0,2028.0,3695.0,2931.0,17400.0
"Quincy city, Massachusetts",Quincy city, Massachusetts,2016,42822,96.0,715.0,39974,2848,39974,18372,21602.0,116.0,766.0,3033.0,2006.0,4954.0,4377.0,3201.0,3712.0,2946.0,17711.0
"Somerville city, Massachusetts",Somerville city, Massachusetts,2016,33565,598.0,,31495,2070,31495,10842,20653.0,154.0,251.0,1265.0,895.0,980.0,2539.0,1967.0,1020.0,1291.0,23203.0
"Springfield city, Massachusetts",Springfield city, Massachusetts,2016,60717,144.0,65.0,55894,4823,55894,26326,29568.0,43.0,253.0,2266.0,1797.0,3185.0,6747.0,3423.0,9444.0,5618.0,27941.0
"Worcester city, Massachusetts",Worcester city, Massachusetts,2016,79186,39.0,74.0,72092,7094,72092,29613,42479.0,309.0,649.0,4289.0,4279.0,8802.0,6446.0,5268.0,6972.0,6316.0,35856.0
"Ann Arbor city, Michigan",Ann Arbor city, Michigan,2016,50564,345.0,376.0,48343,2221,48343,21529,26814.0,696.0,1108.0,3771.0,5323.0,4136.0,7423.0,9877.0,6515.0,2775.0,8940.0
"Dearborn city, Michigan",Dearborn city, Michigan,2016,34628,0.0,47.0,31162,3466,31162,18972,12190.0,0.0,309.0,766.0,1868.0,2491.0,2186.0,2112.0,9630.0,8212.0,7054.0
"Detroit city, Michigan",Detroit city, Michigan,2016,362086,580.0,46.0,259295,102791,259295,119226,140069.0,266.0,2919.0,9051.0,8115.0,9060.0,15597.0,24946.0,84094.0,85237.0,122801.0
"Farmington Hills city, Michigan",Farmington Hills city, Michigan,2016,37351,73.0,,35360,1991,35360,21354,14006.0,175.0,293.0,1058.0,5778.0,7310.0,9408.0,6782.0,4381.0,1508.0,658.0
"Flint city, Michigan",Flint city, Michigan,2016,53157,0.0,0.0,38859,14298,38859,21253,17606.0,75.0,172.0,1727.0,2271.0,1688.0,5611.0,8812.0,12749.0,6797.0,13255.0
"Grand Rapids city, Michigan",Grand Rapids city, Michigan,2016,79072,0.0,155.0,73880,5192,73880,39882,33998.0,260.0,779.0,2705.0,4605.0,6758.0,6808.0,9681.0,11847.0,7797.0,27832.0
"Kalamazoo city, Michigan",Kalamazoo city, Michigan,2016,31662,56.0,167.0,27790,3872,27790,12563,15227.0,48.0,657.0,1547.0,2191.0,2573.0,4560.0,2953.0,4401.0,2899.0,9833.0
"Lansing city, Michigan",Lansing city, Michigan,2016,55918,29.0,0.0,49334,6584,49334,24485,24849.0,569.0,188.0,2173.0,4618.0,3561.0,7177.0,10750.0,9387.0,4700.0,12795.0
"Livonia city, Michigan",Livonia city, Michigan,2016,38447,141.0,85.0,37441,1006,37441,31301,6140.0,128.0,101.0,1629.0,2654.0,3152.0,4035.0,10152.0,12438.0,2522.0,1636.0
"Rochester Hills city, Michigan",Rochester Hills city, Michigan,2016,28624,137.0,,27843,781,27843,21204,6639.0,98.0,307.0,3036.0,5618.0,7804.0,6390.0,1875.0,1985.0,873.0,638.0
"Southfield city, Michigan",Southfield city, Michigan,2016,36771,120.0,,33963,2808,33963,15454,18509.0,0.0,0.0,914.0,2015.0,2594.0,11788.0,11222.0,5662.0,2067.0,509.0
"Sterling Heights city, Michigan",Sterling Heights city, Michigan,2016,50131,64.0,,48904,1227,48904,35718,13186.0,49.0,488.0,5121.0,6254.0,6635.0,15752.0,12007.0,3125.0,176.0,524.0
"Troy city, Michigan",Troy city, Michigan,2016,33538,93.0,,32801,737,32801,24009,8792.0,194.0,338.0,2417.0,4671.0,4514.0,11663.0,5529.0,2754.0,970.0,488.0
"Warren city, Michigan",Warren city, Michigan,2016,56330,40.0,0.0,52164,4166,52164,35820,16344.0,0.0,217.0,2598.0,2141.0,3067.0,7754.0,20476.0,12507.0,4992.0,2578.0
"Westland city, Michigan",Westland city, Michigan,2016,38981,95.0,0.0,36968,2013,36968,21471,15497.0,230.0,0.0,1581.0,3913.0,2991.0,7690.0,7622.0,11451.0,2235.0,1268.0
