NAME,CITY,STATE,YEAR,TOT_UNITS,MED_VALUE,MED_RENT,OCCUP_OCCUP,VACANT,OCCUP_TENURE,OCCUP_OWNR,OCCUP_RENTR,BUILT_2020,BUILT_2010,BUILT_2000,BUILT_1990,BUILT_1980,BUILT_1970,BUILT_1960,BUILT_1950,BUILT_1940,BUILT_1939
"Modesto city, California",Modesto city, California,2016,72981,169.0,258.0,70591,2390,70591,38688,31903.0,24.0,243.0,7685.0,7379.0,14269.0,18179.0,10000.0,8395.0,3277.0,3530.0
"Moreno Valley city, California",Moreno Valley city, California,2016,52305,181.0,,49785,2520,49785,28145,21640.0,177.0,776.0,11279.0,7549.0,21753.0,6960.0,1692.0,1629.0,188.0,302.0
"Mountain View city, California",Mountain View city, California,2016,34138,8870.0,,32696,1442,32696,13214,19482.0,654.0,783.0,1816.0,3671.0,4107.0,8663.0,6320.0,5495.0,1248.0,1381.0
"Murrieta city, California",Murrieta city, California,2016,31568,,,31090,478,31090,20950,10140.0,285.0,796.0,13753.0,7879.0,6971.0,1191.0,225.0,100.0,36.0,332.0
"Napa city, California",Napa city, California,2016,31910,786.0,,30017,1893,30017,17087,12930.0,71.0,0.0,3299.0,4001.0,4631.0,7368.0,4517.0,5185.0,770.0,2068.0
"Newport Beach city, California",Newport Beach city, California,2016,44654,16473.0,,37351,7303,37351,21514,15837.0,676.0,808.0,5334.0,5150.0,4910.0,9801.0,9003.0,6370.0,1062.0,1540.0
"Norwalk city, California",Norwalk city, California,2016,28176,172.0,,26883,1293,26883,16864,10019.0,175.0,0.0,815.0,685.0,1969.0,2461.0,4377.0,14768.0,2565.0,361.0
"Oakland city, California",Oakland city, California,2016,167027,11868.0,4256.0,158084,8943,158084,60549,97535.0,1038.0,1648.0,8743.0,10618.0,9777.0,16605.0,18022.0,16880.0,17006.0,66690.0
"Oceanside city, California",Oceanside city, California,2016,67611,559.0,2658.0,62661,4950,62661,32014,30647.0,402.0,953.0,8210.0,13779.0,16418.0,16237.0,6358.0,3099.0,1126.0,1029.0
"Ontario city, California",Ontario city, California,2016,51071,182.0,307.0,49020,2051,49020,26807,22213.0,699.0,1197.0,3690.0,3768.0,9711.0,11506.0,5051.0,9172.0,3153.0,3124.0
"Orange city, California",Orange city, California,2016,45388,2383.0,,43533,1855,43533,23784,19749.0,237.0,78.0,3652.0,4909.0,6250.0,9284.0,9873.0,7330.0,613.0,3162.0
"Oxnard city, California",Oxnard city, California,2016,53565,202.0,,49895,3670,49895,26337,23558.0,288.0,2480.0,6462.0,5482.0,5922.0,9891.0,10545.0,8746.0,2640.0,1109.0
"Palmdale city, California",Palmdale city, California,2016,47459,89.0,106.0,44225,3234,44225,27190,17035.0,67.0,641.0,7577.0,14149.0,14967.0,3661.0,1681.0,4210.0,204.0,302.0
"Palo Alto city, California",Palo Alto city, California,2016,29336,13984.0,,28228,1108,28228,15506,12722.0,364.0,990.0,2370.0,1765.0,1431.0,3560.0,4923.0,7597.0,2346.0,3990.0
"Pasadena city, California",Pasadena city, California,2016,60869,5238.0,2808.0,55291,5578,55291,22860,32431.0,411.0,1197.0,4700.0,3791.0,6126.0,5865.0,9128.0,8412.0,3994.0,17245.0
"Perris city, California",Perris city, California,2016,17700,119.0,,17261,439,17261,10643,6618.0,549.0,196.0,6076.0,3792.0,3508.0,1947.0,455.0,612.0,308.0,257.0
"Pittsburg city, California",Pittsburg city, California,2016,20965,116.0,,20509,456,20509,11542,8967.0,0.0,1114.0,2679.0,2583.0,5018.0,3628.0,1765.0,2319.0,637.0,1222.0
"Pleasanton city, California",Pleasanton city, California,2016,30579,,,29774,805,29774,20930,8844.0,510.0,749.0,3155.0,6261.0,7049.0,6820.0,4394.0,715.0,403.0,523.0
"Pomona city, California",Pomona city, California,2016,36584,58.0,,35503,1081,35503,17520,17983.0,254.0,231.0,1943.0,2674.0,5925.0,2867.0,5808.0,9367.0,3033.0,4482.0
"Rancho Cordova city, California",Rancho Cordova city, California,2016,25743,26.0,,24611,1132,24611,14220,10391.0,205.0,830.0,5418.0,1227.0,3415.0,6535.0,4166.0,3178.0,252.0,517.0
"Rancho Cucamonga city, California",Rancho Cucamonga city, California,2016,60263,815.0,,57514,2749,57514,33320,24194.0,1050.0,1415.0,13405.0,8827.0,16421.0,12947.0,2644.0,2201.0,541.0,812.0
"Redding city, California",Redding city, California,2016,39243,275.0,91.0,36472,2771,36472,20400,16072.0,457.0,171.0,3601.0,9463.0,8088.0,7070.0,3920.0,3582.0,1682.0,1209.0
"Redlands city, California",Redlands city, California,2016,25102,187.0,,24217,885,24217,12892,11325.0,537.0,125.0,1574.0,1552.0,4612.0,5201.0,3570.0,4682.0,1361.0,1888.0
"Redondo Beach city, California",Redondo Beach city, California,2016,32294,,,29688,2606,29688,15936,13752.0,259.0,533.0,2787.0,2910.0,5593.0,6300.0,4299.0,5816.0,1985.0,1812.0
"Redwood City city, California",Redwood City city, California,2016,30842,9362.0,,30293,549,30293,13960,16333.0,787.0,712.0,710.0,2386.0,3783.0,3490.0,5103.0,8747.0,3468.0,1656.0
"Rialto city, California",Rialto city, California,2016,28435,120.0,,26445,1990,26445,16691,9754.0,0.0,756.0,1879.0,3824.0,9667.0,3725.0,4501.0,2964.0,335.0,784.0
"Richmond city, California",Richmond city, California,2016,37534,249.0,,34949,2585,34949,17949,17000.0,124.0,0.0,2342.0,3440.0,6501.0,4063.0,3056.0,8101.0,5531.0,4376.0
"Riverside city, California",Riverside city, California,2016,96063,791.0,431.0,91360,4703,91360,47603,43757.0,905.0,1716.0,11447.0,8712.0,16010.0,18294.0,10905.0,16358.0,5081.0,6635.0
"Roseville city, California",Roseville city, California,2016,50312,173.0,,48500,1812,48500,31516,16984.0,820.0,1987.0,14923.0,12996.0,9185.0,4623.0,1766.0,1740.0,527.0,1745.0
"Sacramento city, California",Sacramento city, California,2016,196013,1272.0,756.0,183212,12801,183212,87140,96072.0,1029.0,2077.0,31494.0,17578.0,30697.0,26500.0,24330.0,25010.0,17082.0,20216.0
"Salinas city, California",Salinas city, California,2016,40684,36.0,342.0,39274,1410,39274,16746,22528.0,83.0,579.0,3240.0,5866.0,7194.0,6939.0,6462.0,5570.0,2404.0,2347.0
"San Bernardino city, California",San Bernardino city, California,2016,61998,455.0,0.0,57920,4078,57920,25782,32138.0,499.0,587.0,3511.0,5758.0,10962.0,8349.0,8056.0,11532.0,6777.0,5967.0
"San Buenaventura (Ventura) city, California",San Buenaventura (Ventura) city, California,2016,42757,1648.0,,40630,2127,40630,23022,17608.0,166.0,255.0,4953.0,3291.0,5238.0,7253.0,9172.0,7021.0,2031.0,3377.0
"San Clemente city, California",San Clemente city, California,2016,31511,,,27741,3770,27741,17635,10106.0,153.0,217.0,6162.0,3588.0,5923.0,7205.0,4317.0,2420.0,1420.0,106.0
"San Diego city, California",San Diego city, California,2016,536765,27542.0,18201.0,495726,41039,495726,226554,269172.0,7659.0,9495.0,52610.0,63820.0,91521.0,118494.0,69734.0,64619.0,25469.0,33344.0
"San Francisco city, California",San Francisco city, California,2016,392823,70445.0,25363.0,358703,34120,358703,136000,222703.0,3017.0,6340.0,24441.0,15335.0,20372.0,30034.0,35338.0,32777.0,37611.0,187558.0
"San Jose city, California",San Jose city, California,2016,333355,50892.0,17351.0,320447,12908,320447,182315,138132.0,6750.0,7259.0,33540.0,36127.0,40146.0,77975.0,66047.0,38921.0,9318.0,17272.0
"San Leandro city, California",San Leandro city, California,2016,37323,448.0,,34977,2346,34977,19979,14998.0,242.0,398.0,1193.0,1931.0,3584.0,7753.0,4628.0,9086.0,4857.0,3651.0
"San Marcos city, California",San Marcos city, California,2016,30635,667.0,,28706,1929,28706,18278,10428.0,597.0,1563.0,9578.0,4912.0,5441.0,6618.0,488.0,1093.0,214.0,131.0
"San Mateo city, California",San Mateo city, California,2016,40811,11259.0,,38710,2101,38710,21215,17495.0,1164.0,612.0,1557.0,2833.0,5012.0,5952.0,4907.0,7940.0,6750.0,4084.0
"San Ramon city, California",San Ramon city, California,2016,27157,7121.0,,25847,1310,25847,18488,7359.0,340.0,1043.0,8400.0,4920.0,5735.0,4198.0,2418.0,78.0,25.0,0.0
"Santa Ana city, California",Santa Ana city, California,2016,75932,750.0,1708.0,74294,1638,74294,33150,41144.0,420.0,431.0,2493.0,3896.0,8531.0,18418.0,16541.0,16266.0,4671.0,4265.0
"Santa Barbara city, California",Santa Barbara city, California,2016,40335,7826.0,2119.0,36514,3821,36514,14820,21694.0,320.0,772.0,2301.0,2676.0,3489.0,6331.0,6183.0,6581.0,3345.0,8337.0
"Santa Clara city, California",Santa Clara city, California,2016,46723,,,44392,2331,44392,19517,24875.0,740.0,1408.0,4690.0,4018.0,6528.0,8169.0,8126.0,10364.0,1371.0,1309.0
"Santa Clarita city, California",Santa Clarita city, California,2016,63148,1270.0,,61687,1461,61687,42517,19170.0,392.0,828.0,7751.0,10162.0,20023.0,10990.0,9507.0,2442.0,548.0,505.0
"Santa Maria city, California",Santa Maria city, California,2016,28280,118.0,,27248,1032,27248,12993,14255.0,636.0,366.0,4283.0,3318.0,5560.0,5267.0,4509.0,3132.0,235.0,974.0
"Santa Monica city, California",Santa Monica city, California,2016,53714,,2452.0,47265,6449,47265,13089,34176.0,786.0,994.0,4559.0,4271.0,5485.0,8811.0,8694.0,7112.0,5569.0,7433.0
"Santa Rosa city, California",Santa Rosa city, California,2016,68389,2397.0,,64202,4187,64202,36122,28080.0,83.0,515.0,9528.0,8579.0,13883.0,13637.0,7938.0,6049.0,3441.0,4736.0
"Simi Valley city, California",Simi Valley city, California,2016,42927,1076.0,,41020,1907,41020,29264,11756.0,0.0,193.0,4771.0,4766.0,9346.0,9747.0,12453.0,1437.0,135.0,79.0
"South Gate city, California",South Gate city, California,2016,24327,45.0,,23762,565,23762,10076,13686.0,58.0,50.0,920.0,1470.0,799.0,2617.0,2568.0,5330.0,6833.0,3682.0
"South San Francisco city, California",South San Francisco city, California,2016,21814,,,20881,933,20881,11830,9051.0,0.0,83.0,1987.0,957.0,2463.0,4563.0,1395.0,6882.0,2208.0,1276.0
"Stockton city, California",Stockton city, California,2016,101908,195.0,154.0,95851,6057,95851,44188,51663.0,342.0,874.0,15269.0,14777.0,14193.0,19000.0,9579.0,9874.0,8187.0,9813.0
"Sunnyvale city, California",Sunnyvale city, California,2016,59408,16171.0,,56245,3163,56245,25653,30592.0,1530.0,2746.0,2869.0,7142.0,6551.0,11215.0,11570.0,12198.0,2436.0,1151.0
"Temecula city, California",Temecula city, California,2016,34189,735.0,,32551,1638,32551,20261,12290.0,411.0,1267.0,11641.0,10802.0,7575.0,2091.0,116.0,78.0,99.0,109.0
"Thousand Oaks city, California",Thousand Oaks city, California,2016,49261,4629.0,,46830,2431,46830,33013,13817.0,0.0,685.0,4187.0,5472.0,9040.0,18292.0,9270.0,1890.0,385.0,40.0
"Torrance city, California",Torrance city, California,2016,58284,3947.0,,53614,4670,53614,29321,24293.0,199.0,162.0,2525.0,2862.0,3875.0,7328.0,12709.0,23112.0,3701.0,1811.0
"Tracy city, California",Tracy city, California,2016,27585,,,26744,841,26744,15526,11218.0,514.0,286.0,7739.0,6778.0,4753.0,2311.0,1639.0,1650.0,801.0,1114.0
"Turlock city, California",Turlock city, California,2016,25898,76.0,,25137,761,25137,13382,11755.0,97.0,360.0,5088.0,3731.0,4628.0,5905.0,2110.0,1341.0,790.0,1848.0
"Tustin city, California",Tustin city, California,2016,29034,786.0,,27573,1461,27573,12476,15097.0,870.0,406.0,2989.0,6380.0,3703.0,6937.0,5784.0,1214.0,134.0,617.0
"Union City city, California",Union City city, California,2016,22609,960.0,,21702,907,21702,13629,8073.0,0.0,635.0,1812.0,3695.0,5944.0,7027.0,1998.0,689.0,359.0,450.0
"Upland city, California",Upland city, California,2016,27783,94.0,,27326,457,27326,14003,13323.0,158.0,536.0,2186.0,2010.0,5865.0,7654.0,3896.0,2721.0,1286.0,1471.0
"Vacaville city, California",Vacaville city, California,2016,34219,74.0,,32697,1522,32697,19996,12701.0,329.0,1115.0,4021.0,7007.0,7511.0,8488.0,2802.0,1901.0,193.0,852.0
"Vallejo city, California",Vallejo city, California,2016,42734,91.0,,40419,2315,40419,21545,18874.0,0.0,157.0,3459.0,2975.0,9760.0,5972.0,4971.0,5464.0,4138.0,5838.0
"Victorville city, California",Victorville city, California,2016,34462,124.0,,32803,1659,32803,17052,15751.0,0.0,1328.0,15248.0,6519.0,5633.0,2728.0,1062.0,1246.0,183.0,515.0
"Visalia city, California",Visalia city, California,2016,44224,240.0,,41357,2867,41357,24940,16417.0,806.0,1394.0,11420.0,6311.0,5571.0,7827.0,4922.0,3025.0,1029.0,1919.0
"Vista city, California",Vista city, California,2016,31870,172.0,,30416,1454,30416,14604,15812.0,1435.0,213.0,1773.0,3549.0,9647.0,7779.0,3729.0,3335.0,112.0,298.0
"Walnut Creek city, California",Walnut Creek city, California,2016,32002,4883.0,,30542,1460,30542,18468,12074.0,351.0,263.0,2478.0,2769.0,4598.0,9494.0,7413.0,2918.0,981.0,737.0
"West Covina city, California",West Covina city, California,2016,31649,580.0,,30803,846,30803,17745,13058.0,132.0,237.0,755.0,2549.0,4475.0,6654.0,3851.0,11298.0,1060.0,638.0
"Westminster city, California",Westminster city, California,2016,28334,303.0,,27587,747,27587,13486,14101.0,74.0,901.0,908.0,1580.0,2274.0,7505.0,8658.0,5220.0,1122.0,92.0
"Whittier city, California",Whittier city, California,2016,28917,988.0,,27597,1320,27597,15575,12022.0,0.0,160.0,675.0,638.0,1497.0,1468.0,4872.0,12764.0,4413.0,2430.0
"Yorba Linda city, California",Yorba Linda city, California,2016,23006,,,21941,1065,21941,17845,4096.0,141.0,702.0,3722.0,3600.0,5913.0,5668.0,2556.0,277.0,223.0,204.0
"Yuba City city, California",Yuba City city, California,2016,23210,159.0,0.0,22096,1114,22096,10235,11861.0,0.0,420.0,4325.0,4711.0,2423.0,4070.0,3766.0,1612.0,1354.0,529.0
"Arvada city, Colorado",Arvada city, Colorado,2016,46847,188.0,,45850,997,45850,33482,12368.0,1093.0,1128.0,5020.0,4956.0,5825.0,14754.0,9098.0,3733.0,653.0,587.0
"Aurora city, Colorado",Aurora city, Colorado,2016,133083,483.0,273.0,127661,5422,127661,73058,54603.0,1572.0,3182.0,22140.0,11857.0,37659.0,37254.0,10226.0,6738.0,1308.0,1147.0
"Boulder city, Colorado",Boulder city, Colorado,2016,43542,4464.0,,40031,3511,40031,20890,19141.0,1898.0,1358.0,2856.0,5186.0,5968.0,9245.0,8242.0,4825.0,769.0,3195.0
"Broomfield city, Colorado",Broomfield city, Colorado,2016,27090,257.0,,26269,821,26269,17004,9265.0,1884.0,3346.0,7484.0,5683.0,1845.0,3894.0,1584.0,1221.0,41.0,108.0
"Centennial city, Colorado",Centennial city, Colorado,2016,40618,498.0,,39777,841,39777,31949,7828.0,499.0,496.0,2315.0,7202.0,12999.0,11042.0,4830.0,1014.0,115.0,106.0
"Colorado Springs city, Colorado",Colorado Springs city, Colorado,2016,195465,1436.0,679.0,184681,10784,184681,106202,78479.0,2471.0,6513.0,29187.0,31054.0,38616.0,36754.0,20425.0,15763.0,2876.0,11806.0
"Denver city, Colorado",Denver city, Colorado,2016,311480,6345.0,2100.0,292003,19477,292003,145998,146005.0,9783.0,11270.0,36179.0,18507.0,24918.0,45070.0,33885.0,46253.0,23914.0,61701.0
"Fort Collins city, Colorado",Fort Collins city, Colorado,2016,66689,208.0,94.0,63735,2954,63735,33983,29752.0,2645.0,4543.0,12863.0,13975.0,9068.0,11918.0,4581.0,2386.0,1015.0,3695.0
"Greeley city, Colorado",Greeley city, Colorado,2016,37991,94.0,201.0,36589,1402,36589,20631,15958.0,1596.0,524.0,7512.0,5222.0,4236.0,7605.0,3898.0,3312.0,1218.0,2868.0
"Highlands Ranch CDP, Colorado",Highlands Ranch CDP, Colorado,2016,41383,240.0,,40562,821,40562,32644,7918.0,801.0,1388.0,11942.0,19560.0,6481.0,743.0,160.0,127.0,77.0,104.0
"Lakewood city, Colorado",Lakewood city, Colorado,2016,67844,430.0,,66185,1659,66185,39281,26904.0,849.0,1096.0,4379.0,6382.0,9401.0,20752.0,12990.0,8811.0,1620.0,1564.0
"Longmont city, Colorado",Longmont city, Colorado,2016,37057,122.0,,35176,1881,35176,21960,13216.0,524.0,552.0,7302.0,8516.0,4907.0,6663.0,4536.0,1220.0,449.0,2388.0
"Loveland city, Colorado",Loveland city, Colorado,2016,31229,194.0,,29780,1449,29780,18285,11495.0,834.0,1218.0,8582.0,5215.0,3341.0,5657.0,2643.0,1160.0,649.0,1930.0
"Pueblo city, Colorado",Pueblo city, Colorado,2016,47765,236.0,61.0,42366,5399,42366,23324,19042.0,22.0,826.0,5045.0,3450.0,2729.0,9877.0,5308.0,9255.0,2314.0,8939.0
"Thornton city, Colorado",Thornton city, Colorado,2016,47127,78.0,,45559,1568,45559,33391,12168.0,735.0,1817.0,13711.0,11763.0,6105.0,6839.0,2570.0,3291.0,35.0,261.0
"Westminster city, Colorado",Westminster city, Colorado,2016,45594,191.0,,43754,1840,43754,27757,15997.0,372.0,853.0,5530.0,10527.0,9438.0,11733.0,2459.0,3450.0,249.0,983.0
"Bridgeport city, Connecticut",Bridgeport city, Connecticut,2016,57931,62.0,227.0,50476,7455,50476,19997,30479.0,0.0,216.0,2622.0,1456.0,4321.0,5581.0,6620.0,6262.0,7538.0,23315.0
"Danbury city, Connecticut",Danbury city, Connecticut,2016,33687,78.0,,30831,2856,30831,17888,12943.0,336.0,1050.0,3446.0,2618.0,5170.0,4742.0,4656.0,4745.0,1577.0,5347.0
"Hartford city, Connecticut",Hartford city, Connecticut,2016,54032,107.0,36.0,47033,6999,47033,10179,36854.0,85.0,652.0,1229.0,2371.0,3458.0,4194.0,6284.0,5488.0,4515.0,25756.0
"New Britain city, Connecticut",New Britain city, Connecticut,2016,32232,0.0,0.0,29825,2407,29825,10832,18993.0,63.0,373.0,395.0,560.0,2574.0,1730.0,3651.0,7654.0,3090.0,12142.0
"New Haven city, Connecticut",New Haven city, Connecticut,2016,55389,33.0,83.0,48909,6480,48909,12689,36220.0,402.0,1421.0,3237.0,1650.0,4423.0,4338.0,4832.0,3310.0,3710.0,28066.0
"Norwalk city, Connecticut",Norwalk city, Connecticut,2016,36788,1325.0,,33989,2799,33989,19940,14049.0,590.0,593.0,2584.0,2995.0,4797.0,5329.0,4299.0,5486.0,2538.0,7577.0
"Stamford city, Connecticut",Stamford city, Connecticut,2016,51586,2168.0,1960.0,47330,4256,47330,24243,23087.0,1452.0,3523.0,3369.0,3312.0,6089.0,5937.0,8177.0,7602.0,3496.0,8629.0
"Waterbury city, Connecticut",Waterbury city, Connecticut,2016,44531,134.0,0.0,38372,6159,38372,14927,23445.0,107.0,52.0,1102.0,1890.0,5779.0,6677.0,5461.0,5598.0,3811.0,14054.0
"Wilmington city, Delaware",Wilmington city, Delaware,2016,30866,68.0,22.0,26185,4681,26185,11612,14573.0,275.0,353.0,1747.0,996.0,1227.0,1961.0,3711.0,4458.0,4795.0,11343.0
"Washington city, District of Columbia",Washington city, District of Columbia,2016,313703,19087.0,10128.0,281241,32462,281241,110376,170865.0,7753.0,11894.0,23755.0,11427.0,12852.0,23629.0,33874.0,40461.0,43399.0,104659.0
"Alafaya CDP, Florida",Alafaya CDP, Florida,2016,31005,0.0,,29989,1016,29989,18113,11876.0,,,,,,,,,,
"Boca Raton city, Florida",Boca Raton city, Florida,2016,54811,3809.0,,43103,11708,43103,29774,13329.0,533.0,1275.0,3957.0,8656.0,13791.0,15588.0,8240.0,2521.0,222.0,28.0
"Boynton Beach city, Florida",Boynton Beach city, Florida,2016,36977,0.0,,28885,8092,28885,16557,12328.0,956.0,1330.0,4907.0,4766.0,8580.0,10508.0,3628.0,1869.0,184.0,249.0
"Brandon CDP, Florida",Brandon CDP, Florida,2016,43608,47.0,,40300,3308,40300,22191,18109.0,1211.0,1455.0,10015.0,13100.0,6660.0,7316.0,2751.0,1022.0,0.0,78.0
"Cape Coral city, Florida",Cape Coral city, Florida,2016,85673,690.0,215.0,63098,22575,63098,45260,17838.0,1161.0,1163.0,31482.0,14072.0,20943.0,11656.0,3563.0,1034.0,319.0,280.0
"Clearwater city, Florida",Clearwater city, Florida,2016,57019,671.0,51.0,45459,11560,45459,26113,19346.0,579.0,305.0,3793.0,6121.0,9119.0,17752.0,9506.0,5530.0,2695.0,1619.0
"Coral Springs city, Florida",Coral Springs city, Florida,2016,45942,462.0,,43023,2919,43023,24771,18252.0,755.0,0.0,5514.0,11484.0,14945.0,11057.0,1735.0,172.0,144.0,136.0
"Davie town, Florida",Davie town, Florida,2016,38235,1020.0,,34502,3733,34502,22698,11804.0,930.0,1758.0,5308.0,9251.0,8957.0,8726.0,1773.0,1001.0,175.0,356.0
"Daytona Beach city, Florida",Daytona Beach city, Florida,2016,37259,184.0,0.0,30669,6590,30669,14073,16596.0,196.0,1477.0,2131.0,4866.0,7301.0,7579.0,4235.0,5417.0,1941.0,2116.0
"Deerfield Beach city, Florida",Deerfield Beach city, Florida,2016,42484,161.0,,31275,11209,31275,17929,13346.0,40.0,262.0,2044.0,4205.0,11836.0,14427.0,5595.0,3267.0,538.0,270.0
"Delray Beach city, Florida",Delray Beach city, Florida,2016,33945,1439.0,,26502,7443,26502,15919,10583.0,461.0,587.0,4427.0,4938.0,7654.0,9978.0,2990.0,2182.0,91.0,637.0
"Deltona city, Florida",Deltona city, Florida,2016,35295,0.0,,31155,4140,31155,24101,7054.0,142.0,143.0,8402.0,5941.0,13425.0,5412.0,999.0,744.0,87.0,0.0
"Fort Lauderdale city, Florida",Fort Lauderdale city, Florida,2016,95127,4035.0,1373.0,72896,22231,72896,37736,35160.0,2006.0,1804.0,10531.0,4590.0,7002.0,19656.0,25300.0,19117.0,3323.0,1798.0
"Fort Myers city, Florida",Fort Myers city, Florida,2016,37986,193.0,237.0,27938,10048,27938,12277,15661.0,1730.0,2047.0,10927.0,5613.0,4760.0,4660.0,3692.0,2249.0,665.0,1643.0
"Gainesville city, Florida",Gainesville city, Florida,2016,60664,59.0,166.0,48591,12073,48591,17276,31315.0,962.0,1411.0,7752.0,9677.0,11241.0,13193.0,7547.0,5616.0,1870.0,1395.0
"Hialeah city, Florida",Hialeah city, Florida,2016,77376,0.0,0.0,75222,2154,75222,32619,42603.0,179.0,305.0,2015.0,8819.0,11022.0,23630.0,16649.0,11836.0,2125.0,796.0
"Hollywood city, Florida",Hollywood city, Florida,2016,71412,1301.0,,57852,13560,57852,33089,24763.0,41.0,725.0,3402.0,4565.0,6307.0,16038.0,21512.0,15462.0,1750.0,1610.0
"Homestead city, Florida",Homestead city, Florida,2016,21866,0.0,,19057,2809,19057,6504,12553.0,461.0,616.0,9534.0,4202.0,3158.0,1418.0,1632.0,721.0,124.0,0.0
"Jacksonville city, Florida",Jacksonville city, Florida,2016,376870,2109.0,488.0,331555,45315,331555,187544,144011.0,6908.0,11820.0,71143.0,57117.0,58888.0,49241.0,40124.0,41633.0,21285.0,18711.0
"Kendall CDP, Florida",Kendall CDP, Florida,2016,31933,554.0,,28831,3102,28831,17306,11525.0,0.0,102.0,2561.0,2898.0,6569.0,13535.0,4429.0,1726.0,113.0,0.0
"Kissimmee city, Florida",Kissimmee city, Florida,2016,28385,30.0,,21587,6798,21587,8063,13524.0,875.0,121.0,7130.0,7107.0,6325.0,2963.0,2249.0,865.0,301.0,449.0
"Lakeland city, Florida",Lakeland city, Florida,2016,48363,77.0,419.0,40078,8285,40078,23058,17020.0,330.0,1081.0,7254.0,5970.0,11614.0,9309.0,4608.0,4159.0,1326.0,2712.0
"Largo city, Florida",Largo city, Florida,2016,48881,70.0,,38718,10163,38718,22212,16506.0,219.0,879.0,3031.0,4088.0,7465.0,19661.0,7618.0,5026.0,447.0,447.0
"Lauderhill city, Florida",Lauderhill city, Florida,2016,25945,19.0,,21551,4394,21551,10026,11525.0,0.0,158.0,632.0,1319.0,5550.0,12048.0,3640.0,2348.0,0.0,250.0
"Lehigh Acres CDP, Florida",Lehigh Acres CDP, Florida,2016,36795,0.0,,30787,6008,30787,18120,12667.0,497.0,720.0,21242.0,4995.0,3445.0,3447.0,1595.0,633.0,134.0,87.0
"Melbourne city, Florida",Melbourne city, Florida,2016,38004,40.0,0.0,31902,6102,31902,18691,13211.0,278.0,1076.0,5332.0,5385.0,9230.0,7131.0,5426.0,2949.0,549.0,648.0
"Miami city, Florida",Miami city, Florida,2016,199659,2967.0,3575.0,172748,26911,172748,51954,120794.0,3418.0,7596.0,35327.0,10532.0,17277.0,28654.0,20029.0,30832.0,27139.0,18855.0
"Miami Beach city, Florida",Miami Beach city, Florida,2016,71177,3869.0,1353.0,44963,26214,44963,16809,28154.0,646.0,668.0,7331.0,4983.0,5951.0,10390.0,20409.0,7335.0,6054.0,7410.0
"Miami Gardens city, Florida",Miami Gardens city, Florida,2016,35908,123.0,,33174,2734,33174,21435,11739.0,99.0,228.0,2875.0,2481.0,3781.0,5707.0,8640.0,11140.0,836.0,121.0
"Miramar city, Florida",Miramar city, Florida,2016,46046,0.0,,41895,4151,41895,28430,13465.0,552.0,874.0,14870.0,11765.0,7227.0,2482.0,5239.0,2824.0,65.0,148.0
"Orlando city, Florida",Orlando city, Florida,2016,132446,388.0,776.0,115977,16469,115977,40612,75365.0,3365.0,6085.0,28816.0,22019.0,20411.0,21426.0,9910.0,12044.0,4144.0,4226.0
"Palm Bay city, Florida",Palm Bay city, Florida,2016,43196,95.0,,37830,5366,37830,27195,10635.0,787.0,338.0,9693.0,7002.0,16852.0,5453.0,2331.0,740.0,0.0,0.0
"Palm Coast city, Florida",Palm Coast city, Florida,2016,38070,201.0,,32446,5624,32446,23505,8941.0,278.0,614.0,18823.0,8723.0,6219.0,2995.0,82.0,206.0,0.0,130.0
"Pembroke Pines city, Florida",Pembroke Pines city, Florida,2016,64596,0.0,,57765,6831,57765,40307,17458.0,474.0,781.0,9739.0,24575.0,14252.0,9653.0,4058.0,809.0,106.0,149.0
"Pine Hills CDP, Florida",Pine Hills CDP, Florida,2016,24177,52.0,,22976,1201,22976,12531,10445.0,0.0,0.0,2948.0,3648.0,4642.0,5702.0,3585.0,3142.0,341.0,169.0
"Plantation city, Florida",Plantation city, Florida,2016,39335,483.0,,33769,5566,33769,19652,14117.0,82.0,1507.0,1746.0,7719.0,10879.0,11070.0,4732.0,1423.0,151.0,26.0
"Pompano Beach city, Florida",Pompano Beach city, Florida,2016,51473,265.0,586.0,39136,12337,39136,19962,19174.0,145.0,317.0,3117.0,3126.0,8210.0,16344.0,12255.0,6806.0,391.0,762.0
"Port St. Lucie city, Florida",Port St. Lucie city, Florida,2016,73539,778.0,,64360,9179,64360,46001,18359.0,1770.0,1675.0,29745.0,15234.0,15240.0,7474.0,1339.0,330.0,355.0,377.0
"Riverview CDP, Florida",Riverview CDP, Florida,2016,32419,130.0,,30547,1872,30547,19975,10572.0,1596.0,3105.0,18900.0,3665.0,2761.0,1550.0,643.0,0.0,199.0,0.0
"St. Petersburg city, Florida",St. Petersburg city, Florida,2016,136312,1347.0,235.0,109832,26480,109832,64477,45355.0,1777.0,1702.0,8777.0,9243.0,15656.0,27576.0,20365.0,29016.0,8404.0,13796.0
"Spring Hill CDP, Florida",Spring Hill CDP, Florida,2016,47717,84.0,,42168,5549,42168,31452,10716.0,218.0,1207.0,14888.0,7634.0,16192.0,5700.0,1255.0,262.0,252.0,109.0
"Sunrise city, Florida",Sunrise city, Florida,2016,37666,0.0,,32671,4995,32671,20867,11804.0,195.0,1451.0,2453.0,6818.0,12325.0,12617.0,1080.0,677.0,0.0,50.0
